deal_id,deal_title,deal_url,deal_rating,deal_rating_count,deal_mrp_price,deal_act_price,deal_offer_percent,deal_offer_price,top_offers,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_all,product_description,top_customer_reviews,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54
485,Dell S2721HNM 27 (68.96 cm) FHD Monitor 1920 X 1080 Pixels @75Hz, IPS Panel, 5-Year Warranty, 99% sRGB, Low Blue Light Technology, 3-Sided bezelless, HDMI x2, Tilt Adjustment," AMD FreeSync""",https://www.amazon.in/Dell-S2721HNM-Monitor-Minimalistic-Design-Brightness/dp/B09XR7CGY1/ref=sr_1_11?dib=eyJ2IjoiMSJ9.RymF-UIbDjPJ-oNhVjBsMKgQNb7VRcdWXpVWccMtSrhATKk6Qw-DMMPOSwjpOwnrPKBpOEIWLvJEz3p9-tic8IPE5z--sDuVVrLqDytbogjn20Q7xmEEcoD4ONpt08Lo0ujrxlSgmPzg2_C7oMPBS056XS8-WxTsxssG_7z6OBP_zPwdm6DnY-khC5VL7urtHiE1cnF3_Pyj0hVmlpn_p842so0Fd_uZCgVFmDEZjJgUuPHb-1nFLPKdNuatTAScAe3q6o9AGRnwZC40xv4Tv61glk6p68QW4pT0IUpc2_4.uV3MoKHgtXZH5jBLhxEd5riLS7QHthkdbmIO3pDL2ro&dib_tag=se&qid=1716314029&refinements=p_72%3A1318476031&rnid=1318475031&s=computers&sr=1-11,4.3,1255,33989,13399,61,20590,"['Upto ₹603.32 EMI interest savings on select Credit CardsUpto ₹603.32 EMI interest savings on select Credit Cards', 'Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards', 'Get GST invoice and save up to 28% on business purchases. Sign up for freeGet GST invoice and save up to 28% on business purchases.']",Computers & Accessories,Monitors,,,,,,"['Computers & Accessories', 'Monitors']",Panel Type: IPS || Display Type: LED-Backlit Contrast Ratio: 1000:1 || Colour Gamut: 99% Srgb Aspect Ratio: 16:9 || Brightness: 300 cd/m² Response Time: 4 ms (Grey-to-Grey Extreme) Adaptive-Sync Technology: AMD FreeSync,,,,,,,,,,,,,,,,,,,,,,,,,,,,
